,frame,x,x (cm),time (s)
0,0,0.1204305003086725,28.169081428662455,0.0
5,5,0.1240152964989344,28.169081428662455,0.16666666666666666
6,6,0.1288126567999521,28.169081428662455,0.2
7,7,0.1346435457468033,28.169081428662455,0.23333333333333334
8,8,0.1406778852144877,29.292034744172927,0.26666666666666666
9,9,0.1464192579189936,30.53459534517175,0.3
10,10,0.1522298057874043,31.83334899743771,0.3333333333333333
11,11,0.1576497306426366,33.10930990430045,0.36666666666666664
12,12,0.1628906190395355,34.34126470791685,0.4
13,13,0.1674479136864344,35.507548592212146,0.43333333333333335
14,14,0.1712158193190892,36.5605441737605,0.4666666666666667
15,15,0.1738606770833333,37.45962996374391,0.5
16,16,0.17626953125,38.20164647079167,0.5333333333333333
17,17,0.1790445963541666,38.84481759196262,0.5666666666666667
18,18,0.1829833984375,39.4974669117647,0.6
19,19,0.1877115885416666,40.265661274509796,0.6333333333333333
20,20,0.1933268229166666,41.211686764705874,0.6666666666666666
21,21,0.198681640625,42.30078958333332,0.7
22,22,0.2031656901041666,43.42013272058822,0.7333333333333333
23,23,0.2060302734375,44.436117156862736,0.7666666666666667
24,24,0.2079427083333333,45.24673823529411,0.8
25,25,0.2090413411458333,45.821304289215675,0.8333333333333334
26,26,0.210009765625,46.200887990196065,0.8666666666666667
27,27,0.2107747395833333,46.46402389705881,0.9
28,28,0.2117106119791666,46.67299803921567,0.9333333333333333
29,29,0.2127360026041666,46.87791004901959,0.9666666666666667
30,30,0.2138997395833333,47.09365441176469,1.0
31,31,0.21494140625,47.32474460784312,1.0333333333333334
32,32,0.2155192057291666,47.535975490196066,1.0666666666666667
33,33,0.2157389322916666,47.70252291666665,1.1
34,34,0.2154459635416667,47.78827904411763,1.1333333333333333
35,35,0.2150797526041667,47.79595196078431,1.1666666666666667
36,36,0.2144205729166667,47.7350199754902,1.2
37,37,0.2141764322916667,47.648361151960785,1.2333333333333334
38,38,0.2140055338541667,47.56847254901962,1.2666666666666666
39,39,0.2143880208333333,47.53010796568627,1.3
40,40,0.214697265625,47.545453799019604,1.3333333333333333
41,41,0.215478515625,47.617669485294115,1.3666666666666667
42,42,0.2162434895833333,47.74179019607842,1.4
43,43,0.2168050130208333,47.875840563725475,1.4333333333333333
45,45,0.2167317708333333,47.9886775735294,1.5
46,46,0.2167073567708333,48.05683112745096,1.5333333333333334
47,47,0.2169108072916666,48.09384166666665,1.5666666666666667
48,48,0.217236328125,48.11776311274508,1.6
49,49,0.2177001953125,48.17147352941175,1.6333333333333333
50,50,0.21806640625,48.246848651960775,1.6666666666666667
51,51,0.2177164713541667,48.29153210784314,1.7
52,52,0.2164713541666666,48.249105392156864,1.7333333333333334
53,53,0.2138509114583333,48.03561776960784,1.7666666666666666
54,54,0.21025390625,47.60232365196077,1.8
55,55,0.2051025390625,46.902734191176464,1.8333333333333333
56,56,0.1972086578607559,45.83439332725674,1.8666666666666667
57,57,0.1866129527489344,44.323731274713246,1.9
58,58,0.1744466086228688,42.33779957158705,1.9333333333333333
59,59,0.162255851427714,39.961451704346885,1.9666666666666666
60,60,0.1506754467884699,37.38064317534202,2.0
61,61,0.1421305249134699,34.9135744624119,2.033333333333333
62,62,0.1373209546009699,32.854524542221355,2.066666666666667
63,63,0.1366048087676366,31.431875467517315,2.1
64,64,0.1373535056908925,30.693018672225044,2.1333333333333333
65,65,0.1400471885999044,30.57747340889724,2.1666666666666665
66,66,0.1441161980231603,30.95434880125756,2.2
67,67,0.1507405479749043,31.738340180086613,2.2333333333333334
68,68,0.1595296134551366,32.96826364204556,2.2666666666666666
69,69,0.1699625591437022,34.6274193647796,2.3
70,70,0.1804036428531011,36.6399808226043,2.3333333333333335
71,71,0.1893636057774225,38.78207922278011,2.3666666666666667
72,72,0.1952718098958333,40.764400306881164,2.4
73,73,0.1975504557291666,42.29447049039951,2.433333333333333
74,74,0.1975748697916666,43.246815018433196,2.466666666666667
75,75,0.1965576171875,43.645806740196065,2.5
76,76,0.1955647786458333,43.66205526960783,2.533333333333333
77,77,0.1946533203125,43.50137536764705,2.566666666666667
78,78,0.1943440755208333,43.32219019607842,2.6
79,79,0.1947591145833333,43.22244227941176,2.6333333333333333
80,80,0.1954752604166666,43.21747745098038,2.6666666666666665
81,81,0.1964925130208333,43.31948210784312,2.7
82,82,0.1977213541666666,43.50679154411763,2.7333333333333334
83,83,0.1989583333333333,43.73968713235293,2.7666666666666666
84,84,0.2001139322916666,43.99695551470587,2.8
85,85,0.20107421875,44.2510644607843,2.8333333333333335
86,86,0.2019124348958333,44.48350870098038,2.8666666666666667
87,87,0.2025390625,44.68210183823528,2.9
88,88,0.2030029296875,44.84233039215685,2.933333333333333
89,89,0.2031819661458333,44.95922953431372,2.966666666666667
90,90,0.2030517578125,45.02241825980391,3.0
91,91,0.2025472005208333,45.022869607843134,3.033333333333333
92,92,0.2017903645833333,44.95561874999999,3.066666666666667
93,93,0.2009195963541666,44.83014399509803,3.1
94,94,0.2012288411458333,44.72904203431371,3.1333333333333333
95,95,0.2027669270833333,44.741228431372534,3.1666666666666665
96,96,0.2054361979166667,44.94343235294117,3.2
97,97,0.2077718098958333,45.32346740196078,3.2333333333333334
98,98,0.2093343098958333,45.773010049019604,3.2666666666666666
99,99,0.2095865885416666,46.15123970588234,3.3
100,100,0.2082356770833333,46.30650343137253,3.3333333333333335
101,101,0.2053059895833333,46.16974497549018,3.3666666666666667
102,102,0.20087890625,45.700794362745086,3.4
103,103,0.1961100260416666,44.95336200980391,3.433333333333333
