,frame,x,x (cm),time (s)
0,0,0.14416502,32.53454912155852,0.0
1,1,0.14538573,32.53454912155852,0.03333333333333333
2,2,0.1479492,32.53454912155852,0.06666666666666667
4,4,0.14819334,32.53454912155852,0.13333333333333333
5,5,0.14807127,32.751536552823254,0.16666666666666666
6,6,0.14636229,32.805783271767474,0.2
7,7,0.14355467,32.561672481030634,0.23333333333333334
8,8,0.14074706,32.14804069359309,0.26666666666666666
9,9,0.13903807,31.646257432383344,0.3
10,10,0.13610838,31.076665217005495,0.3333333333333333
11,11,0.12036133,29.78830342012883,0.36666666666666664
12,12,0.10864258,28.004938646422623,0.4
13,13,0.095336914,25.577392640985387,0.43333333333333335
14,14,0.08544922,22.763337985387587,0.4666666666666667
15,15,0.084350586,20.7629850027337,0.5
16,16,0.08483887,19.44071789554124,0.5333333333333333
17,17,0.09411621,19.37290927466583,0.5666666666666667
18,18,0.09436035,19.86791169600754,0.6
19,19,0.11987305,21.841141319189315,0.6333333333333333
20,20,0.11633301,23.590602449043203,0.6666666666666666
21,21,0.12817383,25.482461771613508,0.7
22,22,0.13452147,27.71336308758523,0.7333333333333333
23,23,0.12731934,28.1269954305106,0.7666666666666667
24,24,0.12792969,28.771176884436763,0.8
25,25,0.13464354,29.13056139744226,0.8333333333333334
26,26,0.13391112,29.09665719810212,0.8666666666666667
27,27,0.13403319,29.469603390843677,0.9
30,30,0.13635252,29.937481341737623,1.0
31,31,0.13574217,29.99850890054988,1.0333333333333334
32,32,0.13830565,30.242619691286723,1.0666666666666667
33,33,0.13854979,30.493511321891592,1.1
34,34,0.14086913,30.744403507984288,1.1333333333333333
35,35,0.14160155,31.069884932625293,1.1666666666666667
36,36,0.14208983,31.280091524021994,1.2
37,42,0.15380858,32.12769872947682,1.4
38,45,0.154541,32.88715446115946,1.5
39,46,0.15527342,33.646610192842104,1.5333333333333334
40,47,0.15747069,34.50099823816496,1.5666666666666667
41,48,0.1533203,34.47387487869285,1.6
42,49,0.15344237,34.4128473198806,1.6333333333333333
46,53,0.14379881,33.77544670582246,1.7666666666666666
47,60,0.1397705,32.79222270300706,2.0
48,61,0.1368408,31.87680654338413,2.033333333333333
50,67,0.147583,31.55132567423095,2.2333333333333334
51,68,0.14782713,31.775093945363707,2.2666666666666666
52,69,0.14733885,32.19550657266928,2.3
53,70,0.1467285,32.74475626844304,2.3333333333333335
54,71,0.14770506,32.75153655282325,2.3666666666666667
55,72,0.14709471,32.71085151361508,2.4
56,73,0.14685057,32.68372815414297,2.433333333333333
57,74,0.14660643,32.67694731427494,2.466666666666667
58,75,0.14624022,32.5955772358586,2.5
60,77,0.14611815,32.54133051691437,2.566666666666667
61,78,0.14648436,32.520987997310286,2.6
63,81,0.14453124,32.40571371955381,2.7
